TransID,Date,PlantID,ItemType,InQty,OutQty,ReferenceType,ReferenceID
IT00448,29-06-2025,P003,FG,556,0,Sale,REF7
IT00449,20-06-2025,P003,RM,2580,0,Production,REF353
IT00450,06-06-2025,P003,RM,346,0,Sale,REF610
IT00451,12-04-2025,P003,FG,4898,0,Sale,REF459
IT00452,29-04-2025,P003,FG,533,0,Sale,REF247
IT00453,04-06-2025,P003,FG,3396,0,Purchase,REF842
IT00454,08-02-2025,P001,FG,3129,0,Production,REF101
IT00455,27-05-2025,P002,RM,3973,0,Purchase,REF357
IT00456,16-02-2025,P001,FG,2640,0,Sale,REF1165
IT00457,04-01-2025,P001,FG,933,0,Purchase,REF883
IT00458,24-02-2025,P002,RM,1143,0,Sale,REF944
IT00459,28-01-2025,P001,FG,4428,0,Purchase,REF325
IT00460,25-01-2025,P003,RM,224,0,Purchase,REF757
IT00461,02-06-2025,P003,FG,4682,0,Purchase,REF230
IT00462,06-01-2025,P003,FG,684,0,Sale,REF1041
IT00463,20-05-2025,P002,FG,250,0,Production,REF1096
IT00464,31-01-2025,P002,FG,1132,0,Sale,REF1051
IT00465,23-04-2025,P003,FG,1909,0,Production,REF24
IT00466,16-01-2025,P001,FG,4416,0,Sale,REF96
IT00467,23-03-2025,P002,RM,3430,0,Purchase,REF387
IT00468,22-01-2025,P002,FG,3115,0,Purchase,REF1328
IT00469,11-05-2025,P002,FG,688,0,Purchase,REF1229
IT00470,10-05-2025,P001,FG,3469,0,Sale,REF804
IT00471,20-06-2025,P003,RM,4739,0,Production,REF89
IT00472,28-02-2025,P003,RM,4823,0,Production,REF182
IT00473,29-01-2025,P002,FG,4759,0,Purchase,REF1013
IT00474,15-02-2025,P002,FG,4520,0,Sale,REF1416
IT00475,27-02-2025,P002,FG,4531,0,Production,REF220
IT00476,18-06-2025,P003,FG,3770,0,Purchase,REF600
IT00477,18-04-2025,P003,FG,370,0,Sale,REF771
IT00478,05-03-2025,P003,FG,3143,0,Sale,REF880
IT00479,26-04-2025,P003,FG,209,0,Purchase,REF133
IT00480,09-02-2025,P003,FG,3636,0,Purchase,REF791
IT00481,02-04-2025,P003,RM,1166,0,Sale,REF833
IT00482,20-05-2025,P001,RM,2254,0,Sale,REF1176
IT00483,17-05-2025,P002,RM,1818,0,Sale,REF85
IT00484,08-03-2025,P002,FG,3570,0,Purchase,REF1080
IT00485,28-05-2025,P001,FG,3646,0,Purchase,REF1277
IT00486,18-03-2025,P001,RM,519,0,Purchase,REF1202
IT00487,19-06-2025,P003,RM,2033,0,Purchase,REF1464
IT00488,01-03-2025,P001,FG,3337,0,Sale,REF835
IT00489,17-02-2025,P001,RM,3,0,Production,REF658
IT00490,25-01-2025,P002,FG,4557,0,Sale,REF45
IT00491,13-03-2025,P002,FG,1356,0,Purchase,REF537
IT00492,20-04-2025,P002,RM,1020,0,Purchase,REF1428
IT00493,08-01-2025,P003,FG,2368,0,Production,REF130
IT00494,17-01-2025,P003,RM,3850,0,Sale,REF530
IT00495,27-05-2025,P003,RM,4870,0,Sale,REF1109
IT00496,29-04-2025,P003,RM,23,0,Purchase,REF557
IT00497,11-03-2025,P002,RM,652,0,Purchase,REF669
IT00498,10-06-2025,P002,FG,1513,0,Sale,REF865
IT00499,28-06-2025,P003,FG,4410,0,Sale,REF1267
IT00500,21-03-2025,P003,FG,4501,0,Sale,REF640
IT00501,29-03-2025,P003,FG,739,0,Production,REF1352
IT00502,01-02-2025,P003,RM,403,0,Sale,REF1227
IT00503,25-06-2025,P002,FG,1479,0,Purchase,REF1428
IT00504,31-03-2025,P001,RM,3125,0,Production,REF161
IT00505,28-02-2025,P003,FG,3460,0,Purchase,REF863
IT00506,16-04-2025,P003,RM,2575,0,Purchase,REF1055
IT00507,25-03-2025,P002,RM,4745,0,Production,REF995
IT00508,07-01-2025,P003,FG,62,0,Purchase,REF612
IT00509,06-03-2025,P001,RM,4344,0,Production,REF771
IT00510,23-05-2025,P003,FG,3072,0,Production,REF1019
IT00511,25-03-2025,P002,FG,3362,0,Purchase,REF30
IT00512,19-04-2025,P002,FG,2545,0,Production,REF697
IT00513,27-05-2025,P002,FG,4403,0,Production,REF453
IT00514,05-06-2025,P001,FG,1575,0,Purchase,REF497
IT00515,14-04-2025,P002,RM,3027,0,Sale,REF378
IT00516,29-06-2025,P002,RM,3430,0,Purchase,REF813
IT00517,05-06-2025,P002,RM,2736,0,Purchase,REF19
IT00518,17-02-2025,P001,RM,3485,0,Purchase,REF603
IT00519,20-04-2025,P002,FG,1483,0,Production,REF822
IT00520,06-06-2025,P001,FG,1100,0,Purchase,REF213
IT00521,13-03-2025,P003,RM,647,0,Purchase,REF763
IT00522,17-05-2025,P003,FG,4123,0,Purchase,REF13
IT00523,28-01-2025,P002,FG,4397,0,Production,REF1457
IT00524,02-02-2025,P001,RM,4051,0,Purchase,REF1184
IT00525,24-04-2025,P001,FG,4878,0,Production,REF277
IT00526,12-02-2025,P003,FG,3346,0,Purchase,REF302
IT00527,14-01-2025,P001,FG,908,0,Purchase,REF981
IT00528,21-04-2025,P002,FG,2802,0,Sale,REF99
IT00529,31-03-2025,P003,RM,3778,0,Production,REF543
IT00530,21-03-2025,P001,RM,4211,0,Sale,REF1142
IT00531,25-03-2025,P002,FG,1905,0,Production,REF97
IT00532,07-03-2025,P002,FG,257,0,Production,REF1336
IT00533,07-02-2025,P001,RM,3827,0,Purchase,REF287
IT00534,25-04-2025,P002,FG,1585,0,Sale,REF1272
IT00535,23-04-2025,P002,RM,695,0,Purchase,REF1361
IT00536,06-05-2025,P001,RM,2404,0,Purchase,REF1137
IT00537,25-06-2025,P001,RM,4414,0,Production,REF725
IT00538,16-01-2025,P001,FG,103,0,Purchase,REF86
IT00539,12-06-2025,P001,RM,2088,0,Production,REF1247
IT00540,20-05-2025,P003,RM,1880,0,Production,REF1279
IT00541,28-02-2025,P002,RM,1879,0,Purchase,REF1434
IT00542,18-01-2025,P003,FG,850,0,Production,REF972
IT00543,12-05-2025,P001,FG,4138,0,Production,REF353
IT00544,07-03-2025,P003,FG,2284,0,Production,REF537
IT00545,17-05-2025,P001,FG,3502,0,Sale,REF136
IT00546,08-06-2025,P001,FG,3892,0,Sale,REF1132
IT00547,14-06-2025,P003,FG,877,0,Purchase,REF1319
IT00548,07-02-2025,P003,FG,4880,0,Sale,REF1050
IT00549,09-04-2025,P003,FG,2092,0,Sale,REF1081
IT00550,26-06-2025,P003,RM,4214,0,Production,REF645
IT00551,29-06-2025,P001,FG,3942,0,Purchase,REF562
IT00552,06-03-2025,P002,RM,3681,0,Purchase,REF184
IT00553,08-04-2025,P003,FG,4900,0,Purchase,REF549
IT00554,23-05-2025,P003,RM,1082,0,Sale,REF921
IT00555,02-03-2025,P001,RM,1333,0,Purchase,REF231
IT00556,08-01-2025,P002,RM,4503,0,Sale,REF431
IT00557,12-05-2025,P001,RM,1412,0,Purchase,REF299
IT00558,30-01-2025,P001,RM,992,0,Purchase,REF360
IT00559,17-01-2025,P003,FG,17,0,Production,REF889
IT00560,12-01-2025,P001,FG,3108,0,Sale,REF792
IT00561,21-05-2025,P001,FG,996,0,Purchase,REF764
IT00562,15-03-2025,P001,RM,3143,0,Sale,REF593
IT00563,14-06-2025,P001,RM,2615,0,Production,REF566
IT00564,14-06-2025,P001,RM,3449,0,Production,REF634
IT00565,22-03-2025,P003,RM,3347,0,Purchase,REF8
IT00566,28-04-2025,P002,RM,1626,0,Purchase,REF758
IT00567,31-05-2025,P002,FG,2285,0,Purchase,REF679
IT00568,22-04-2025,P002,FG,160,0,Production,REF551
IT00569,04-01-2025,P003,FG,753,0,Production,REF613
IT00570,27-02-2025,P002,RM,708,0,Production,REF1110
IT00571,13-04-2025,P003,FG,2653,0,Sale,REF962
IT00572,07-06-2025,P001,FG,343,0,Sale,REF399
IT00573,21-05-2025,P001,FG,3521,0,Sale,REF289
IT00574,26-05-2025,P003,FG,3095,0,Purchase,REF796
IT00575,04-01-2025,P003,RM,4971,0,Sale,REF888
IT00576,14-05-2025,P003,RM,4571,0,Production,REF1084
IT00577,04-04-2025,P001,FG,3975,0,Sale,REF879
IT00578,27-04-2025,P001,FG,1479,0,Production,REF48
IT00579,02-02-2025,P001,RM,4871,0,Purchase,REF884
IT00580,11-06-2025,P003,RM,2936,0,Production,REF31
IT00581,22-05-2025,P001,FG,2479,0,Purchase,REF150
IT00582,27-03-2025,P003,FG,3776,0,Purchase,REF944
IT00583,16-03-2025,P003,RM,3986,0,Sale,REF283
IT00584,09-04-2025,P003,RM,3999,0,Purchase,REF198
IT00585,07-02-2025,P002,RM,4438,0,Sale,REF1460
IT00586,05-02-2025,P002,FG,4851,0,Purchase,REF334
IT00587,03-05-2025,P002,RM,1154,0,Production,REF110
IT00588,10-03-2025,P001,RM,2165,0,Sale,REF710
IT00589,05-05-2025,P001,FG,2405,0,Production,REF1036
IT00590,28-05-2025,P001,RM,1035,0,Production,REF1018
IT00591,05-01-2025,P003,RM,0,4706,Purchase,REF1295
IT00592,29-03-2025,P002,FG,3271,0,Purchase,REF941
IT00593,04-02-2025,P002,FG,1406,0,Purchase,REF1031
IT00594,06-06-2025,P002,FG,1334,0,Purchase,REF120
IT00595,14-05-2025,P003,RM,728,0,Purchase,REF1411
IT00596,03-03-2025,P001,RM,2144,0,Production,REF149
IT00597,06-04-2025,P001,FG,3190,0,Purchase,REF121
IT00598,14-06-2025,P003,RM,2878,0,Purchase,REF238
IT00599,01-01-2025,P003,RM,4705,0,Production,REF224
IT00600,17-02-2025,P002,RM,705,0,Sale,REF90
IT00601,23-04-2025,P001,RM,2971,0,Purchase,REF90
IT00602,19-01-2025,P002,FG,268,0,Sale,REF31
IT00603,07-03-2025,P003,RM,37,0,Sale,REF1176
IT00604,25-03-2025,P003,FG,2558,0,Purchase,REF1323
IT00605,14-05-2025,P002,FG,1153,0,Sale,REF1138
IT00606,16-04-2025,P002,RM,4694,0,Sale,REF527
IT00607,30-01-2025,P002,RM,2285,0,Sale,REF1477
IT00608,02-05-2025,P001,FG,4216,0,Sale,REF170
IT00609,10-01-2025,P002,FG,1746,0,Purchase,REF315
IT00610,19-06-2025,P003,FG,2881,0,Purchase,REF1403
IT00611,30-04-2025,P002,RM,1500,0,Sale,REF738
IT00612,15-05-2025,P001,FG,3586,0,Purchase,REF862
IT00613,14-04-2025,P002,FG,4341,0,Purchase,REF880
IT00614,31-05-2025,P003,RM,3668,0,Sale,REF515
IT00615,09-05-2025,P001,FG,2454,0,Purchase,REF652
IT00616,11-06-2025,P002,FG,1866,0,Purchase,REF1107
IT00617,27-03-2025,P001,FG,388,0,Production,REF567
IT00618,03-04-2025,P002,FG,410,0,Production,REF164
IT00619,10-02-2025,P001,RM,2983,0,Sale,REF20
IT00620,19-05-2025,P002,FG,4866,0,Purchase,REF88
IT00621,08-01-2025,P003,RM,4041,0,Purchase,REF205
IT00622,29-04-2025,P003,FG,682,0,Purchase,REF1231
IT00623,26-03-2025,P002,FG,156,0,Sale,REF797
IT00624,13-02-2025,P003,RM,442,0,Production,REF1469
IT00625,22-03-2025,P002,RM,3038,0,Sale,REF363
IT00626,20-06-2025,P001,RM,5,0,Production,REF643
IT00627,16-01-2025,P001,RM,4635,0,Production,REF1433
IT00628,23-03-2025,P001,FG,415,0,Purchase,REF1474
IT00629,17-06-2025,P003,FG,1499,0,Production,REF1298
IT00630,23-04-2025,P002,RM,2783,0,Production,REF205
IT00631,03-02-2025,P002,RM,3628,0,Production,REF1451
IT00632,14-06-2025,P001,RM,4832,0,Sale,REF135
IT00633,11-04-2025,P002,RM,394,0,Production,REF1478
IT00634,26-06-2025,P003,RM,99,0,Purchase,REF569
IT00635,09-01-2025,P001,FG,2852,0,Purchase,REF1038
IT00636,19-01-2025,P003,FG,2328,0,Sale,REF1257
IT00637,17-06-2025,P002,RM,768,0,Sale,REF736
IT00638,06-04-2025,P003,FG,2835,0,Purchase,REF94
IT00639,19-01-2025,P001,RM,2960,0,Production,REF998
IT00640,04-01-2025,P003,RM,4664,0,Production,REF1170
IT00641,16-01-2025,P001,FG,3510,0,Sale,REF900
IT00642,12-01-2025,P003,RM,3911,0,Production,REF1026
IT00643,25-02-2025,P003,RM,2187,0,Sale,REF592
IT00644,28-06-2025,P002,RM,2512,0,Purchase,REF6
IT00645,28-04-2025,P002,RM,3216,0,Production,REF672
IT00646,11-02-2025,P003,FG,65,0,Purchase,REF150
IT00647,08-04-2025,P002,FG,4040,0,Purchase,REF802
IT00648,28-01-2025,P002,FG,1504,0,Purchase,REF1193
IT00649,19-06-2025,P003,RM,500,0,Purchase,REF454
IT00650,25-01-2025,P001,RM,2520,0,Sale,REF66
IT00651,14-06-2025,P002,RM,4680,0,Production,REF501
IT00652,23-05-2025,P002,FG,46,0,Purchase,REF29
IT00653,23-01-2025,P002,FG,1240,0,Production,REF451
IT00654,14-03-2025,P003,FG,1114,0,Production,REF685
IT00655,20-05-2025,P002,FG,4608,0,Sale,REF382
IT00656,01-06-2025,P003,FG,718,0,Production,REF344
IT00657,01-03-2025,P001,FG,3237,0,Sale,REF367
IT00658,28-04-2025,P002,FG,69,0,Sale,REF383
IT00659,29-04-2025,P002,RM,636,0,Sale,REF1221
IT00660,24-04-2025,P001,RM,1032,0,Production,REF332
IT00661,02-01-2025,P001,RM,1848,0,Production,REF1435
IT00662,15-06-2025,P003,RM,1378,0,Purchase,REF723
IT00663,14-05-2025,P003,FG,4296,0,Sale,REF9
IT00664,25-01-2025,P002,RM,2998,0,Purchase,REF1031
IT00665,18-05-2025,P002,FG,3576,0,Sale,REF1128
IT00666,22-03-2025,P003,FG,668,0,Sale,REF964
IT00667,08-04-2025,P003,RM,1371,0,Sale,REF104
IT00668,03-05-2025,P003,RM,2782,0,Purchase,REF1122
IT00669,09-02-2025,P003,FG,3075,0,Purchase,REF1043
IT00670,21-03-2025,P001,RM,2261,0,Sale,REF283
IT00671,11-02-2025,P001,RM,1377,0,Purchase,REF1129
IT00672,18-05-2025,P001,RM,1751,0,Purchase,REF1357
IT00673,06-03-2025,P001,FG,1273,0,Production,REF998
IT00674,03-02-2025,P003,RM,2283,0,Purchase,REF864
IT00675,04-06-2025,P003,RM,2948,0,Sale,REF21
IT00676,02-02-2025,P001,RM,1036,0,Purchase,REF568
IT00677,03-02-2025,P001,FG,1222,0,Production,REF736
IT00678,04-03-2025,P002,RM,1041,0,Purchase,REF268
IT00679,17-04-2025,P002,RM,4123,0,Production,REF520
IT00680,01-01-2025,P003,RM,3242,0,Production,REF1465
IT00681,23-04-2025,P002,FG,4873,0,Production,REF815
IT00682,06-06-2025,P003,RM,4788,0,Purchase,REF146
IT00683,03-06-2025,P001,FG,187,0,Sale,REF1405
IT00684,18-03-2025,P002,RM,606,0,Purchase,REF1193
IT00685,31-01-2025,P001,FG,4349,0,Purchase,REF1109
IT00686,08-06-2025,P002,FG,2260,0,Purchase,REF309
IT00687,21-02-2025,P001,FG,4648,0,Production,REF29
IT00688,04-04-2025,P002,FG,4104,0,Production,REF806
IT00689,09-04-2025,P001,FG,3772,0,Purchase,REF173
IT00690,11-04-2025,P002,FG,4672,0,Purchase,REF621
IT00691,07-03-2025,P002,RM,4761,0,Production,REF884
IT00692,25-06-2025,P002,RM,3207,0,Sale,REF461
IT00693,30-03-2025,P001,FG,4649,0,Sale,REF1239
IT00694,27-04-2025,P001,RM,3087,0,Purchase,REF790
IT00695,31-01-2025,P001,FG,1103,0,Purchase,REF524
IT00696,20-06-2025,P001,FG,1773,0,Sale,REF1137
IT00697,22-06-2025,P001,RM,2626,0,Sale,REF1055
IT00698,17-05-2025,P003,FG,4204,0,Sale,REF1408
IT00699,07-02-2025,P003,RM,803,0,Sale,REF638
IT00700,27-05-2025,P003,FG,693,0,Production,REF452
IT00701,28-03-2025,P001,RM,1646,0,Sale,REF577
IT00702,04-04-2025,P003,RM,3775,0,Production,REF1089
IT00703,04-03-2025,P002,RM,1932,0,Purchase,REF1413
IT00704,21-01-2025,P003,FG,1973,0,Sale,REF1084
IT00705,08-01-2025,P002,FG,4091,0,Production,REF957
IT00706,22-06-2025,P002,FG,3198,0,Production,REF929
IT00707,10-03-2025,P003,FG,3288,0,Purchase,REF739
IT00708,05-04-2025,P003,FG,1965,0,Production,REF805
IT00709,09-05-2025,P002,RM,3167,0,Production,REF428
IT00710,21-01-2025,P001,FG,2296,0,Production,REF758
IT00711,28-06-2025,P001,FG,181,0,Sale,REF628
IT00712,29-03-2025,P001,FG,4161,0,Sale,REF293
IT00713,28-05-2025,P002,FG,2646,0,Production,REF915
IT00714,03-03-2025,P001,FG,1488,0,Production,REF280
IT00715,31-05-2025,P001,FG,1962,0,Purchase,REF789
IT00716,14-01-2025,P003,FG,1003,0,Sale,REF1116
IT00717,05-03-2025,P001,FG,4780,0,Purchase,REF617
IT00718,24-02-2025,P003,RM,2594,0,Production,REF1161
IT00719,18-06-2025,P002,RM,3380,0,Purchase,REF1395
IT00720,17-05-2025,P003,RM,148,0,Production,REF1088
IT00721,06-02-2025,P001,RM,2918,0,Production,REF1495
IT00722,24-01-2025,P003,FG,4497,0,Production,REF321
IT00723,18-06-2025,P002,RM,1713,0,Production,REF1036
IT00724,10-03-2025,P003,FG,3773,0,Purchase,REF231
IT00725,14-06-2025,P001,RM,4073,0,Sale,REF1084
IT00726,07-02-2025,P001,FG,3366,0,Production,REF928
IT00727,21-04-2025,P002,FG,1081,0,Production,REF386
IT00728,01-01-2025,P001,FG,1597,0,Purchase,REF1323
IT00729,09-02-2025,P002,RM,382,0,Purchase,REF753
IT00730,18-06-2025,P001,RM,2666,0,Purchase,REF312
IT00731,02-02-2025,P001,FG,3963,0,Purchase,REF655
IT00732,31-01-2025,P002,RM,3793,0,Sale,REF617
IT00733,27-06-2025,P001,RM,1857,0,Production,REF1084
IT00734,12-02-2025,P001,RM,711,0,Purchase,REF406
IT00735,31-03-2025,P003,RM,3097,0,Sale,REF801
IT00736,03-06-2025,P003,RM,1441,0,Sale,REF1488
IT00737,30-03-2025,P001,FG,3970,0,Sale,REF722
IT00738,07-02-2025,P001,RM,1746,0,Sale,REF1420
IT00739,29-06-2025,P003,RM,3626,0,Sale,REF1236
IT00740,01-01-2025,P002,FG,4980,0,Production,REF1416
IT00741,27-02-2025,P001,RM,1819,0,Production,REF875
IT00742,31-03-2025,P001,FG,713,0,Production,REF188
IT00743,28-04-2025,P001,RM,401,0,Production,REF1244
IT00744,10-05-2025,P001,RM,4078,0,Production,REF80
IT00745,06-05-2025,P001,RM,808,0,Production,REF205
IT00746,26-02-2025,P003,RM,2901,0,Sale,REF184
IT00747,09-03-2025,P003,FG,4038,0,Production,REF980
IT00748,24-04-2025,P002,RM,1640,0,Purchase,REF430
IT00749,06-02-2025,P001,RM,1775,0,Sale,REF218
IT00750,06-03-2025,P001,FG,4976,0,Sale,REF1373
IT00751,20-06-2025,P003,RM,4637,0,Purchase,REF725
IT00752,07-04-2025,P001,FG,3317,0,Purchase,REF762
IT00753,04-03-2025,P003,FG,403,0,Purchase,REF137
IT00754,15-01-2025,P002,FG,939,0,Sale,REF1008
IT00755,02-03-2025,P001,FG,2259,0,Sale,REF646
IT00756,20-03-2025,P001,FG,1876,0,Purchase,REF28
IT00757,09-04-2025,P001,FG,587,0,Sale,REF118
IT00758,19-06-2025,P002,RM,4167,0,Sale,REF1475
IT00759,09-04-2025,P001,FG,3879,0,Sale,REF567
IT00760,03-04-2025,P002,FG,3900,0,Sale,REF149
IT00761,05-04-2025,P001,FG,1427,0,Sale,REF549
IT00762,25-05-2025,P003,FG,589,0,Production,REF878
IT00763,26-05-2025,P003,RM,2225,0,Sale,REF1477
IT00764,24-02-2025,P003,FG,3079,0,Production,REF1121
IT00765,17-02-2025,P001,FG,4068,0,Purchase,REF281
IT00766,13-02-2025,P002,RM,148,0,Sale,REF31
IT00767,25-01-2025,P001,RM,582,0,Purchase,REF630
IT00768,27-05-2025,P001,FG,600,0,Sale,REF827
IT00769,26-05-2025,P003,FG,3790,0,Production,REF75
IT00770,02-05-2025,P001,RM,4639,0,Purchase,REF874
IT00771,01-03-2025,P001,RM,4018,0,Purchase,REF897
IT00772,28-04-2025,P002,FG,3189,0,Sale,REF1116
IT00773,02-03-2025,P003,RM,3443,0,Sale,REF1403
IT00774,21-02-2025,P001,RM,4683,0,Sale,REF783
IT00775,18-02-2025,P001,FG,2693,0,Purchase,REF478
IT00776,12-01-2025,P001,RM,1021,0,Sale,REF142
IT00777,31-03-2025,P002,FG,2883,0,Production,REF580
IT00778,14-03-2025,P002,RM,4612,0,Sale,REF103
IT00779,18-04-2025,P003,FG,9,0,Production,REF628
IT00780,20-06-2025,P002,FG,2532,0,Production,REF610
IT00781,01-06-2025,P002,FG,4689,0,Purchase,REF860
IT00782,30-03-2025,P002,RM,1649,0,Production,REF678
IT00783,15-04-2025,P001,FG,270,0,Production,REF1432
IT00784,20-02-2025,P001,FG,1807,0,Production,REF1158
IT00785,29-04-2025,P002,RM,3494,0,Purchase,REF1301
IT00786,05-02-2025,P003,FG,4632,0,Purchase,REF658
IT00787,27-06-2025,P002,FG,1686,0,Sale,REF17
IT00788,31-03-2025,P001,RM,1468,0,Sale,REF330
IT00789,22-06-2025,P001,FG,3790,0,Production,REF481
IT00790,07-06-2025,P002,FG,641,0,Sale,REF806
IT00791,16-04-2025,P003,FG,2856,0,Purchase,REF612
IT00792,16-03-2025,P003,RM,2706,0,Production,REF1453
IT00793,20-03-2025,P003,RM,2108,0,Production,REF1167
IT00794,04-03-2025,P003,RM,4943,0,Sale,REF530
IT00795,26-04-2025,P002,RM,2259,0,Sale,REF553
IT00796,05-01-2025,P003,RM,3358,0,Purchase,REF460
IT00797,26-03-2025,P003,FG,391,0,Purchase,REF1240
IT00798,28-05-2025,P003,FG,3907,0,Purchase,REF511
IT00799,03-01-2025,P003,FG,1291,0,Purchase,REF126
IT00800,03-05-2025,P001,FG,1419,0,Production,REF618
IT00801,19-02-2025,P002,FG,4248,0,Production,REF690
IT00802,03-02-2025,P001,RM,3871,0,Purchase,REF21
IT00803,13-03-2025,P003,FG,351,0,Production,REF782
IT00804,06-06-2025,P001,RM,525,0,Purchase,REF290
IT00805,04-02-2025,P001,RM,2914,0,Sale,REF946
IT00806,02-04-2025,P003,FG,2730,0,Purchase,REF678
IT00807,10-06-2025,P003,FG,4770,0,Purchase,REF1138
IT00808,27-05-2025,P003,RM,3524,0,Purchase,REF535
IT00809,18-03-2025,P001,FG,2953,0,Sale,REF671
IT00810,26-02-2025,P001,RM,3248,0,Purchase,REF1111
IT00811,13-01-2025,P001,FG,4511,0,Purchase,REF391
IT00812,21-06-2025,P003,RM,3337,0,Purchase,REF510
IT00813,28-04-2025,P002,RM,1596,0,Production,REF833
IT00814,05-01-2025,P002,RM,1703,0,Sale,REF924
IT00815,10-05-2025,P003,FG,4746,0,Sale,REF58
IT00816,16-06-2025,P002,RM,267,0,Sale,REF575
IT00817,13-01-2025,P001,RM,3124,0,Sale,REF1358
IT00818,15-03-2025,P001,FG,3991,0,Production,REF386
IT00819,23-02-2025,P002,RM,307,0,Purchase,REF468
IT00820,13-01-2025,P001,RM,4395,0,Sale,REF1249
IT00821,11-04-2025,P002,RM,2296,0,Production,REF690
IT00822,21-02-2025,P001,RM,1306,0,Sale,REF479
IT00823,05-01-2025,P001,FG,76,0,Production,REF1175
IT00824,22-02-2025,P001,RM,883,0,Purchase,REF450
IT00825,15-04-2025,P002,FG,1616,0,Purchase,REF1418
IT00826,27-04-2025,P002,RM,1006,0,Production,REF875
IT00827,06-06-2025,P003,FG,1163,0,Production,REF511
IT00828,13-03-2025,P003,FG,464,0,Purchase,REF115
IT00829,01-03-2025,P003,FG,640,0,Production,REF350
IT00830,25-02-2025,P002,RM,1925,0,Purchase,REF261
IT00831,28-04-2025,P001,RM,4425,0,Purchase,REF931
IT00832,19-06-2025,P001,FG,1335,0,Purchase,REF765
IT00833,16-04-2025,P002,FG,479,0,Sale,REF209
IT00834,24-03-2025,P002,FG,3901,0,Purchase,REF1275
IT00835,09-03-2025,P001,FG,4921,0,Production,REF1311
IT00836,18-05-2025,P002,RM,4436,0,Sale,REF961
IT00837,10-05-2025,P001,RM,1215,0,Purchase,REF649
IT00838,30-05-2025,P003,FG,4905,0,Production,REF808
IT00839,07-03-2025,P003,RM,4372,0,Purchase,REF995
IT00840,26-04-2025,P003,RM,2040,0,Purchase,REF205
IT00841,23-01-2025,P001,RM,1064,0,Sale,REF938
IT00842,02-03-2025,P003,FG,4206,0,Sale,REF1133
IT00843,21-06-2025,P001,FG,3407,0,Purchase,REF993
IT00844,11-06-2025,P001,RM,2386,0,Production,REF213
IT00845,27-06-2025,P002,RM,4814,0,Sale,REF652
IT00846,27-01-2025,P001,RM,896,0,Purchase,REF1009
IT00847,05-03-2025,P001,FG,3176,0,Purchase,REF335
IT00848,16-03-2025,P001,RM,175,0,Purchase,REF770
IT00849,23-06-2025,P002,FG,1443,0,Sale,REF1324
IT00850,19-02-2025,P003,RM,3133,0,Sale,REF1106
IT00851,16-03-2025,P002,FG,1601,0,Production,REF38
IT00852,13-05-2025,P002,FG,2496,0,Purchase,REF555
IT00853,12-02-2025,P001,FG,3806,0,Sale,REF1400
IT00854,25-06-2025,P002,RM,3092,0,Sale,REF642
IT00855,08-05-2025,P002,RM,1552,0,Production,REF875
IT00856,03-06-2025,P003,FG,1713,0,Production,REF478
IT00857,26-04-2025,P002,FG,2195,0,Production,REF350
IT00858,26-05-2025,P001,RM,1310,0,Production,REF165
IT00859,19-05-2025,P001,RM,3271,0,Sale,REF275
IT00860,27-05-2025,P003,RM,227,0,Purchase,REF1214
IT00861,19-01-2025,P002,FG,2341,0,Purchase,REF87
IT00862,23-03-2025,P002,FG,1242,0,Purchase,REF893
IT00863,21-06-2025,P003,RM,2001,0,Sale,REF837
IT00864,20-06-2025,P001,RM,1411,0,Production,REF773
IT00865,19-06-2025,P002,RM,622,0,Sale,REF1370
IT00866,25-01-2025,P001,RM,4515,0,Sale,REF220
IT00867,11-01-2025,P001,FG,1827,0,Sale,REF1095
IT00868,17-01-2025,P003,RM,1838,0,Purchase,REF311
IT00869,20-01-2025,P002,FG,773,0,Sale,REF1358
IT00870,18-05-2025,P001,FG,922,0,Sale,REF855
IT00871,13-04-2025,P002,RM,4389,0,Purchase,REF1194
IT00872,25-03-2025,P002,RM,898,0,Production,REF634
IT00873,22-06-2025,P001,RM,2503,0,Production,REF364
IT00874,08-05-2025,P002,FG,4669,0,Purchase,REF643
IT00875,10-04-2025,P003,FG,4266,0,Production,REF818
IT00876,02-06-2025,P002,RM,2546,0,Purchase,REF607
IT00877,06-06-2025,P001,FG,1476,0,Purchase,REF367
IT00878,16-02-2025,P001,FG,615,0,Sale,REF131
IT00879,11-02-2025,P003,FG,372,0,Sale,REF445
IT00880,05-05-2025,P003,RM,923,0,Purchase,REF965
IT00881,15-04-2025,P003,FG,3657,0,Sale,REF1415
IT00882,16-06-2025,P001,RM,4315,0,Purchase,REF1126
IT00883,26-02-2025,P002,FG,163,0,Production,REF43
IT00884,16-01-2025,P001,FG,1377,0,Purchase,REF331
IT00885,19-02-2025,P003,FG,4417,0,Purchase,REF198
IT00886,11-06-2025,P001,FG,31,0,Purchase,REF554
IT00887,02-03-2025,P003,RM,2001,0,Production,REF1133
IT00888,07-06-2025,P001,RM,1325,0,Purchase,REF924
IT00889,28-06-2025,P002,RM,3261,0,Production,REF894
IT00890,15-02-2025,P003,RM,1999,0,Sale,REF1249
IT00891,24-02-2025,P002,FG,3156,0,Sale,REF171
IT00892,12-06-2025,P001,FG,4142,0,Purchase,REF815
IT00893,05-03-2025,P002,FG,3726,0,Purchase,REF2
IT00894,09-02-2025,P003,RM,609,0,Purchase,REF463
